玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦5', '♠3', '♠2', '♦2', '♣4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣6', '♦J', '♦T', '♣9', '♦K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥T', '♣K', '♣4', '♥Q', '♠J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦6', '♣Q', '♦T', '♠3', '♥7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠9', '♥9', '♥6', '♦J', '♠8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣3', '♣Q', '♦4', '♠2', '♣6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠4', '♣5', '♣9', '♥3', '♠Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣K', '♦K', '♣5', '♣7', '♠8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣2', '♠Q', '♦5', '♣T', '♥K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥K', '♥3', '♠9', '♠Q', '♥9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥5', '♥9', '♦4', '♥3', '♣5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥5', '♣3', '♠K', '♦J', '♠J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠2', '♦4', '♥K', '♠7', '♣3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠3', '♥4', '♣J', '♥6', '♠J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠2', '♠J', '♣J', '♣T', '♦7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥K', '♣2', '♥J', '♠K', '♠3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥T', '♣T', '♠2', '♥5', '♦K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠5', '♠3', '♥J', '♠4', '♥3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦4', '♠T', '♥8', '♣4', '♦6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥3', '♠4', '♣7', '♣9', '♣3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥7', '♥9', '♣K', '♣9', '♠7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥6', '♠6', '♥T', '♣K', '♦4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣Q', '♥K', '♦6', '♥9', '♦K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦K', '♥K', '♥8', '♥7', '♠T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣3', '♥K', '♠5', '♣J', '♥5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥2', '♦9', '♦2', '♦K', '♣6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥9', '♠K', '♠6', '♥2', '♥3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣T', '♦T', '♥5', '♥J', '♥7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦9', '♣Q', '♣5', '♣J', '♥2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣K', '♣3', '♣9', '♦J', '♠3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣J', '♠2', '♦K', '♠Q', '♠4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥J', '♠6', '♠J', '♣6', '♦J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣4', '♠6', '♦4', '♦J', '♣6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠6', '♦Q', '♥8', '♣4', '♦5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣9', '♠3', '♦5', '♠7', '♠9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣4', '♦8', '♥2', '♥5', '♣Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥8', '♦9', '♦8', '♦K', '♠9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠8', '♦2', '♦6', '♥4', '♥6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦7', '♦Q', '♦6', '♣9', '♠4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦K', '♠8', '♦3', '♣6', '♥Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥4', '♣8', '♥J', '♥8', '♦Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠4', '♣8', '♥K', '♣9', '♥7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠4', '♦J', '♦5', '♣K', '♥8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦7', '♣Q', '♣9', '♠6', '♠8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣3', '♠8', '♣8', '♦8', '♦4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠K', '♦T', '♦4', '♥7', '♣2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦2', '♠T', '♦J', '♦9', '♥5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦5', '♥4', '♣K', '♦K', '♦3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣3', '♥3', '♦3', '♣8', '♦T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠9', '♣3', '♠5', '♣6', '♠J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣7', '♣4', '♦4', '♠2', '♣J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦5', '♦6', '♥9', '♦7', '♠4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦3', '♠Q', '♦2', '♣6', '♥7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣2', '♣9', '♠9', '♥7', '♦4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣5', '♠J', '♥T', '♣3', '♥3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦8', '♣Q', '♣9', '♥3', '♦2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠9', '♠5', '♣8', '♣6', '♦2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥3', '♥T', '♦9', '♠4', '♦4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣Q', '♠6', '♥Q', '♠J', '♠9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦9', '♠K', '♥5', '♦6', '♦7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦T', '♥8', '♦8', '♥3', '♠6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥2', '♥Q', '♣7', '♣4', '♣T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣8', '♠J', '♦T', '♠9', '♥8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣8', '♦5', '♥7', '♦4', '♣3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥7', '♦2', '♦Q', '♣J', '♦J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠J', '♥8', '♦Q', '♠9', '♣5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠T', '♦K', '♥2', '♦4', '♥8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠2', '♠Q', '♣T', '♥2', '♠K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣5', '♠J', '♦J', '♠2', '♠K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥5', '♥6', '♠3', '♣J', '♦T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦T', '♦7', '♥2', '♦2', '♠K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠9', '♣K', '♣2', '♠T', '♥6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣8', '♦7', '♦4', '♣9', '♠9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥K', '♠4', '♣5', '♥Q', '♠K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦T', '♣9', '♦J', '♠3', '♥9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦9', '♣3', '♦8', '♥3', '♦J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥6', '♠2', '♣6', '♣T', '♠7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥9', '♣6', '♦7', '♣5', '♥7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥K', '♦9', '♠K', '♠3', '♦5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣Q', '♠8', '♦3', '♣4', '♣5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠Q', '♥6', '♥K', '♥7', '♣Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣K', '♣5', '♠K', '♠Q', '♣T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥7', '♥4', '♦5', '♠4', '♥J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠5', '♣J', '♥2', '♠7', '♣6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠2', '♠J', '♦Q', '♥8', '♠T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦2', '♠T', '♥5', '♦9', '♥T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦K', '♦T', '♥J', '♣K', '♣8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥J', '♥K', '♦7', '♠K', '♥3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦5', '♥7', '♦7', '♥8', '♠7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣J', '♦9', '♥Q', '♣8', '♦4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠8', '♣J', '♣T', '♥7', '♥K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥J', '♣K', '♠K', '♠8', '♣9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦5', '♥3', '♦K', '♣6', '♦9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠6', '♥J', '♥3', '♣5', '♥T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥9', '♠9', '♦8', '♠2', '♣2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥T', '♥9', '♠2', '♠5', '♣Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠9', '♠2', '♦6', '♠3', '♦K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥4', '♥9', '♥5', '♦6', '♦Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣Q', '♥7', '♥2', '♦7', '♣J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠4', '♣3', '♣K', '♦3', '♣Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥2', '♠Q', '♣Q', '♥9', '♣6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠4', '♣5', '♣Q', '♦3', '♦6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦9', '♠J', '♦5', '♣8', '♦4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠T', '♦9', '♠9', '♦8', '♣J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠8', '♣9', '♥T', '♣Q', '♥5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥7', '♣Q', '♠T', '♥5', '♦9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣8', '♥9', '♣7', '♦5', '♠4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠T', '♦K', '♥J', '♦J', '♦8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣4', '♥K', '♥6', '♠3', '♥J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠9', '♠3', '♠5', '♦8', '♦Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠J', '♣8', '♦Q', '♠6', '♠3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣3', '♥2', '♦4', '♥Q', '♠6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠4', '♣6', '♠5', '♥6', '♦K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠8', '♦4', '♥9', '♥8', '♦2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥3', '♥5', '♦K', '♣K', '♣2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠6', '♣J', '♦Q', '♥9', '♠2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣T', '♦7', '♣7', '♦T', '♠3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠6', '♥Q', '♦Q', '♥J', '♣5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥K', '♦6', '♦J', '♥2', '♥3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠2', '♠J', '♦Q', '♦3', '♠8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠2', '♦J', '♣9', '♣Q', '♣T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣2', '♦J', '♦K', '♠9', '♠5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣4', '♠9', '♠3', '♥K', '♦8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦5', '♣8', '♦2', '♥7', '♣J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦4', '♣T', '♠3', '♠T', '♣Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠3', '♠K', '♦2', '♥7', '♣K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣8', '♠7', '♣K', '♣9', '♥9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠Q', '♠5', '♣7', '♦8', '♥9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠9', '♠7', '♣3', '♦4', '♦3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠6', '♣8', '♣2', '♦5', '♠2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥4', '♥2', '♥J', '♦9', '♠T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠T', '♥2', '♣J', '♣5', '♣9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦8', '♦9', '♣3', '♥5', '♦7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣K', '♠5', '♣7', '♠J', '♦Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣J', '♠6', '♦3', '♥4', '♣3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠9', '♥2', '♠2', '♥K', '♠K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣J', '♥K', '♠4', '♣T', '♦J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥2', '♦8', '♣K', '♠4', '♦J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥8', '♦Q', '♥5', '♣K', '♦2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠Q', '♦K', '♣3', '♦5', '♦6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣9', '♥2', '♦7', '♦9', '♦6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥4', '♥8', '♦4', '♣Q', '♣4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦5', '♠J', '♠5', '♦J', '♦8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣9', '♦2', '♣6', '♦3', '♣4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠Q', '♥6', '♥8', '♠5', '♥J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦2', '♦8', '♦J', '♣9', '♥Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣6', '♦5', '♣Q', '♥2', '♠K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦3', '♦6', '♦T', '♠3', '♠T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥T', '♥9', '♦Q', '♠3', '♦6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥6', '♦J', '♥5', '♣J', '♣8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣3', '♠J', '♣2', '♣7', '♥3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠9', '♠T', '♥2', '♦7', '♦Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣7', '♥7', '♥Q', '♣4', '♥T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦4', '♠7', '♠J', '♥K', '♦7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣K', '♣J', '♦Q', '♣2', '♦8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦6', '♥Q', '♥4', '♠2', '♥7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠2', '♦J', '♦2', '♣8', '♠5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦7', '♦K', '♠2', '♠3', '♠4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦7', '♠8', '♦2', '♥4', '♠4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥J', '♣K', '♣4', '♥8', '♥3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣6', '♥3', '♠8', '♥J', '♣4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦4', '♥K', '♣5', '♦T', '♠T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣J', '♣2', '♦2', '♦Q', '♦7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦2', '♣3', '♦9', '♦4', '♥J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣T', '♦T', '♠6', '♦6', '♥6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠3', '♦3', '♣T', '♠7', '♦K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣Q', '♦9', '♥2', '♣T', '♥6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣3', '♦K', '♣8', '♣6', '♦T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠8', '♥J', '♣K', '♠J', '♥5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠2', '♦8', '♥Q', '♠4', '♠K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥6', '♣K', '♥7', '♠7', '♣Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥2', '♣6', '♥9', '♣2', '♥7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦J', '♥J', '♣Q', '♥7', '♣2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦9', '♣Q', '♥5', '♣4', '♥4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠4', '♦3', '♥J', '♥Q', '♠9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣7', '♦J', '♠J', '♣9', '♦K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥K', '♣9', '♠5', '♣K', '♠4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠2', '♥6', '♦J', '♣Q', '♥9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣Q', '♠Q', '♣2', '♥3', '♦9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦K', '♠9', '♦Q', '♦9', '♣K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥8', '♠Q', '♥J', '♦9', '♣7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦4', '♣9', '♥5', '♣Q', '♥K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣Q', '♥6', '♥T', '♣K', '♥3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥6', '♣5', '♠6', '♦8', '♦9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥J', '♥7', '♦9', '♣Q', '♠4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠7', '♦3', '♥T', '♠5', '♥5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦T', '♦6', '♣8', '♦J', '♣7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠J', '♦4', '♦8', '♥T', '♠7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣7', '♠K', '♦8', '♥J', '♠T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣3', '♦6', '♣5', '♦Q', '♦T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥7', '♣2', '♣5', '♦T', '♣T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥3', '♠5', '♦3', '♥K', '♦8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣K', '♦J', '♠2', '♥8', '♠K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠9', '♠J', '♦6', '♥Q', '♦Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠T', '♠2', '♦T', '♣3', '♥K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣3', '♠J', '♠6', '♥5', '♦9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦K', '♠Q', '♥K', '♣5', '♥7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥K', '♦5', '♠K', '♥Q', '♥J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦8', '♠6', '♦3', '♥9', '♦6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠J', '♦7', '♠9', '♦6', '♣2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥2', '♣4', '♦7', '♦5', '♠6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥Q', '♠9', '♠6', '♣3', '♦K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦5', '♦3', '♥7', '♣6', '♥J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦T', '♦8', '♥T', '♣3', '♣5']
